,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergent,Deli,x_kpca_poly,y_kpca_poly,x_kpca_rbf,y_kpca_rbf,x_kpca_cos,y_kpca_cos
161,HotelRestCafe,Other,12434,540,283,1092,3,2233,-0.3117662258132376,-0.409532106814294,-0.36845268724698343,0.07720964736390623,-0.6581413302534369,-0.0361358820661725
162,HotelRestCafe,Other,15177,2024,3810,2665,232,610,-0.31351794722873116,-0.44609245327712843,-0.3504243069439395,0.1344271369051965,-0.7645751534462202,0.1432548606160351
163,Retail,Other,5531,15726,26870,2367,13726,446,-0.17726143180203105,1.9400324131365494,0.7894216944204893,0.029520644349002544,1.1388115485652066,0.1323853245681062
164,Retail,Other,5224,7603,8584,2540,3674,238,-0.3080693124448888,-0.31229003133520267,0.068993182185039,-0.34702569134458167,0.5650524447037407,-0.5729601728157917
165,Retail,Other,15615,12653,19858,4425,7108,2379,-0.06420475286420219,0.5055596350008614,0.6729730253882948,-0.02787493938789591,1.0918751309052654,0.5584449005239857
166,Retail,Other,4822,6721,9170,993,4973,3637,-0.20064768746937606,-0.2540494862914938,0.24089310934810054,-0.3041651996597493,0.7468257192290532,-0.21471590804879392
167,HotelRestCafe,Other,2926,3195,3268,405,1680,693,-0.3020214759775992,-0.44143990551842094,-0.2776570476752987,-0.3267866830786444,-0.23212997350560466,-0.7136260465230616
168,HotelRestCafe,Other,5809,735,803,1393,79,429,-0.29134762093790345,-0.40824256758314026,-0.42015757195594183,-0.13173918972187204,-0.5933602969486715,-0.44868586788767334
169,HotelRestCafe,Other,5414,717,2155,2399,69,750,-0.30950224892851785,-0.41805018155873774,-0.40977220212976356,-0.12434563292776157,-0.6058119883148256,-0.4348359117001202
170,Retail,Other,260,8675,13430,1116,7015,323,-0.2926022478562996,0.013346939757452847,0.48723240523957484,-0.4421929823063668,0.937113642710604,-0.4237534680949779
171,Retail,Other,200,25862,19816,651,8773,6250,0.6810859895561305,1.4982838858896135,0.592399269901343,0.1413922058211051,1.0458569457826585,0.15647799940167334
172,HotelRestCafe,Other,955,5479,6536,333,2840,707,-0.3070436682255995,-0.3958415786489393,-0.06706054380402128,-0.44121587441112214,0.22876085171766858,-0.8132785112588335
173,Retail,Other,514,7677,19805,937,9836,716,-0.27639162814228346,0.47802708372923197,0.7190963979951561,-0.29888298115073586,1.0334703102044018,-0.20155389960843675
174,HotelRestCafe,Other,286,1208,5241,2515,153,1442,-0.31796830003621707,-0.43342512233239683,-0.2943706794120717,-0.25201412656183464,-0.3173710001339773,-0.5990677786968774
175,Retail,Other,2343,7845,11874,52,4196,1697,-0.2998370968633215,-0.20407873401554022,0.27234170237511846,-0.45215586696065146,0.8394931227789246,-0.5293644010361322
176,HotelRestCafe,Other,45640,6958,6536,7368,1532,230,-0.18983849353441457,-0.39081528115811714,0.3102135041673319,0.6763598296580611,-0.08879035061261198,1.0591127672827367
177,HotelRestCafe,Other,12759,7330,4533,1752,20,2631,-0.2466890130438704,-0.4352881925583731,-0.15279810966323998,0.01670080442563187,-0.2532668779704943,0.18928851544568506
178,HotelRestCafe,Other,11002,7075,4945,1152,120,395,-0.3136174010051312,-0.43400155926516254,-0.2219526716786726,-0.1077535319588196,-0.31031924120271,-0.21530961733714635
179,HotelRestCafe,Other,3157,4888,2500,4477,273,2165,-0.271934769687278,-0.44519843400634657,-0.24829625537478056,-0.11197676401885301,-0.34717629528733246,-0.3125553455337882
180,HotelRestCafe,Other,12356,6036,8887,402,1382,2794,-0.26009430434567643,-0.38642544489419967,-0.02188813468983279,-0.10398787050332269,0.19686770367664475,0.08479873003159369
181,HotelRestCafe,Other,112151,29627,18148,16745,4948,8550,5.0539169854147845,1.557934822966501,0.38831461556374497,0.25630156501009577,0.3152045436812063,1.1439804016893553
182,HotelRestCafe,Other,694,8533,10518,443,6907,156,-0.2886777149592965,-0.09259825546667984,0.39159309287403893,-0.4528884260766418,0.8311824882809429,-0.499367957577354
183,HotelRestCafe,Other,36847,43950,20170,36534,239,47943,59.08654280576411,-3.579204518350182,0.38819980351389755,0.2561385684770069,0.41673114892956664,0.6588168363489139
184,HotelRestCafe,Other,327,918,4710,74,334,11,-0.2500381512370245,-0.4376321376035843,-0.29400532869663076,-0.31049338726028003,-0.2718517589101311,-0.6862967657639929
185,HotelRestCafe,Other,8170,6448,1139,2181,58,247,-0.31328750768401925,-0.4395332848887696,-0.31322988744451835,-0.10348108526814376,-0.4720819097691626,-0.3129067705932402
186,HotelRestCafe,Other,3009,521,854,3470,949,727,-0.31035962851215587,-0.4156695761054873,-0.3772729060775653,-0.1369834209203618,-0.5315603461492007,-0.4634337143399053
187,HotelRestCafe,Other,2438,8002,9819,6269,3459,3,-0.29643013580587224,-0.30279629752762904,0.1387758240803869,-0.20776928757393676,0.4510053655644431,-0.22498697399627535
188,Retail,Other,8040,7639,11687,2758,6839,404,-0.2962021724316287,-0.07682734440227178,0.36735616391733245,-0.30941733735075716,0.96255264450083,-0.10460441039474011
189,Retail,Other,834,11577,11522,275,4027,1856,-0.2768282496482359,-0.12114902201845484,0.3770436590752792,-0.4185381093110786,0.8890651223597424,-0.40806203373128797
190,HotelRestCafe,Other,16936,6250,1981,7332,118,64,-0.2852499118969664,-0.4520859660067592,-0.15615954702350812,0.3535481923594882,-0.470930699977035,0.5091314064620933
191,HotelRestCafe,Other,13624,295,1381,890,43,84,-0.2780312554582347,-0.4211009411028969,-0.39887281433396776,0.06623095846740662,-0.6786307136761249,-0.10904454061333152
192,HotelRestCafe,Other,5509,1461,2251,547,187,409,-0.2871779456867459,-0.42872296295611184,-0.38730013948518727,-0.19318298864178904,-0.49940555829453975,-0.5229350079881545
193,Retail,Other,180,3485,20292,959,5618,666,-0.2936878562464259,-0.009984722718754746,0.46187496650841303,-0.3536692578954003,0.7968536434099989,-0.34685979333510014
194,HotelRestCafe,Other,7107,1012,2974,806,355,1142,-0.31244503775064253,-0.43147228151586686,-0.38210573673072523,-0.15120207483643075,-0.5439638783247039,-0.4407065175644155
195,HotelRestCafe,Other,17023,5139,5230,7888,330,1755,-0.18820449411550055,-0.46090067580183525,-0.09205758470871313,0.3844595108821903,-0.3678536931275425,0.7252004611811522
196,HotelRestCafe,Lisbon,30624,7209,4897,18711,763,2876,0.5986915999715623,-0.5561772484731967,0.3623503858158117,0.47393955326481585,-0.05452997962374811,0.8890435523339486
197,Retail,Lisbon,2427,7097,10391,1127,4314,1468,-0.30440039278150227,-0.2539472998156083,0.1927048799451479,-0.4451111012762353,0.7896697995948211,-0.6198985665561711
198,HotelRestCafe,Lisbon,11686,2154,6824,3527,592,697,-0.3139960309207813,-0.4467105007836244,-0.2911484181274304,0.013393887601180232,-0.657058579360272,-0.026543350787017233
199,HotelRestCafe,Lisbon,9670,2280,2112,520,402,347,-0.2931765304701283,-0.43910052210330636,-0.3825170693563432,-0.10321657793792109,-0.5709611760597478,-0.3553995446716468
200,Retail,Lisbon,3067,13240,23127,3941,9959,731,-0.21074517142172858,0.9716060738055036,0.8048675789894463,-0.1416709838022664,1.1243899280392244,0.06766620308663245
201,Retail,Lisbon,4484,14399,24708,3549,14235,1681,-0.11498067829486754,1.7524091901773624,0.793323215791051,0.015636247345396523,1.1428327809286292,0.1543941542202256
202,HotelRestCafe,Lisbon,25203,11487,9490,5065,284,6854,0.7367849690332263,-0.3761546832929515,0.3334078602460831,0.38375452776533614,0.27636483411156804,0.8531833378937851
203,HotelRestCafe,Lisbon,583,685,2216,469,954,18,-0.25070449375763354,-0.4287389970574878,-0.3276589866468184,-0.28628597965631114,-0.3390089662318433,-0.6694526312313407
204,HotelRestCafe,Lisbon,1956,891,5226,1383,5,1328,-0.3160624087033018,-0.43238316496111306,-0.31921519557220646,-0.2532410824364384,-0.35561628681630697,-0.5964675471590699
205,Retail,Lisbon,1107,11711,23596,955,9265,710,-0.2532976282408279,0.8349227661383951,0.8036887181868522,-0.2185932856035279,1.112878540203045,-0.09412052430901494
206,HotelRestCafe,Lisbon,6373,780,950,878,288,285,-0.2805322659744495,-0.4157437893768899,-0.41125855734377553,-0.14105782931902683,-0.5681218183581829,-0.45535092078116557
207,Retail,Lisbon,2541,4737,6089,2946,5316,120,-0.30288682588864685,-0.3519735283687436,0.023148151430314824,-0.3560255056172209,0.33743416735888837,-0.5994123402658551
208,HotelRestCafe,Lisbon,1537,3748,5838,1859,3381,806,-0.31293216280207586,-0.40860145816176247,-0.12174651939146612,-0.3868296031328015,0.09936613299069641,-0.7978317747787168
209,Retail,Lisbon,5550,12729,16767,864,12420,797,-0.24731266346900127,0.8740761275227049,0.7807516033216422,-0.16776342743272865,1.0912672020760859,0.00998699854803998
210,HotelRestCafe,Lisbon,18567,1895,1393,1801,244,2100,-0.29981015941338796,-0.43845564246279867,-0.2984211934513088,0.2643860371579371,-0.6723250657573945,0.3660570173177286
211,Retail,Lisbon,12119,28326,39694,4736,19410,2870,0.6024137072628292,5.800569513047746,0.4825972791337722,0.2648276994777197,1.153235398988013,0.36923378996975104
212,HotelRestCafe,Lisbon,7291,1012,2062,1291,240,1775,-0.3179070032558035,-0.4245063441351903,-0.38179715743983467,-0.10602971176216898,-0.5796759948851283,-0.35505374665471684
213,HotelRestCafe,Lisbon,3317,6602,6861,1329,3961,1215,-0.3122791820123276,-0.34364182923470526,0.02826683948738869,-0.40695309325779205,0.4902053601356038,-0.7425799292589754
214,Retail,Lisbon,2362,6551,11364,913,5957,791,-0.30359201564591876,-0.16916387554981424,0.3018172791715157,-0.45702849965917247,0.838323337853287,-0.5298286645421153
215,HotelRestCafe,Lisbon,2806,10765,15538,1374,5828,2388,-0.22390516751598077,0.10249411579598763,0.563777071224138,-0.3665393497305284,1.106419090957861,-0.16193210108404604
216,Retail,Lisbon,2532,16599,36486,179,13308,674,-0.14481932161561345,2.768610592379567,0.6823226381255032,0.13431704338982717,1.1390239408813914,0.08457074232392069
217,HotelRestCafe,Lisbon,18044,1475,2046,2532,130,1158,-0.3136788329522177,-0.4371631610887187,-0.3398744420261581,0.2589104696457052,-0.761103341764416,0.32292659742438884
218,Retail,Lisbon,18,7504,15205,1285,4797,6372,0.17619489219085724,-0.10599152349694335,0.45554840002656427,-0.11542313405861299,0.7544789819835661,-0.023527539845811313
219,HotelRestCafe,Lisbon,4155,367,1390,2306,86,130,-0.28428976732414424,-0.40791689944563897,-0.40882522201319466,-0.1416541214072334,-0.5687787150694903,-0.4771726389665569
220,HotelRestCafe,Lisbon,14755,899,1382,1765,56,749,-0.31079274137555524,-0.424676975366047,-0.396061445308025,0.12925247831097772,-0.7545718019342873,0.0327324463950046
221,HotelRestCafe,Lisbon,5396,7503,10646,91,4167,239,-0.29648542310893655,-0.2503419237405368,0.17945869742049247,-0.41660854245867507,0.6946544564301756,-0.5369351169322311
222,HotelRestCafe,Lisbon,5041,1115,2856,7496,256,375,-0.30260869949520036,-0.4341308663683455,-0.2595294414928254,0.088691345922521,-0.4859959657148856,-0.09218928480720522
223,Retail,Lisbon,2790,2527,5265,5612,788,1360,-0.29909809277996297,-0.4463787606575818,-0.2383664414396775,-0.10266885470444768,-0.33173152398805894,-0.32248919050991165
224,HotelRestCafe,Lisbon,7274,659,1499,784,70,659,-0.2965044110252165,-0.41595353675048435,-0.41341484621250574,-0.12003576570669273,-0.5923610281414088,-0.4125901257632008
225,HotelRestCafe,Lisbon,12680,3243,4157,660,761,786,-0.31252014295847586,-0.44668576765794316,-0.3153234149337615,-0.04944383464138665,-0.5605334727136604,-0.1784115777621283
226,Retail,Lisbon,20782,5921,9212,1759,2568,1553,-0.28393550296987935,-0.34769142178232076,0.026312579879098512,0.1585809299529845,0.1329273441343158,0.8571781391372226
227,HotelRestCafe,Lisbon,4042,2204,1563,2286,263,689,-0.31094387465302825,-0.42592405549058526,-0.3888709945620228,-0.17749864315925776,-0.5354552008010545,-0.5179441841464488
228,HotelRestCafe,Lisbon,1869,577,572,950,4762,203,-0.264657218825961,-0.4384659677862017,-0.18754732195781856,-0.2809367591673476,-0.13055924098222316,-0.5950191424120796
229,HotelRestCafe,Lisbon,8656,2746,2501,6845,694,980,-0.29111075967837297,-0.4485806254908474,-0.2712975419765191,0.12621155630681746,-0.551454645056279,0.07100006138114963
230,Retail,Lisbon,11072,5989,5615,8321,955,2137,-0.15267651175365168,-0.4531640131164046,-0.05263029424140221,0.22245097841538944,-0.17683637187318313,0.47331255924312254
231,HotelRestCafe,Lisbon,2344,10678,3828,1439,1566,490,-0.31413909830360953,-0.3870462227191104,-0.027734641124454142,-0.3157789262453549,0.2044498348295922,-0.5163374815235829
232,HotelRestCafe,Lisbon,25962,1780,3838,638,284,834,-0.3102920102819406,-0.45167295052331735,-0.1697426431881703,0.4199138339060077,-0.4846921608987146,0.5482666357857144
233,HotelRestCafe,Lisbon,964,4984,3316,937,409,7,-0.28857731749555315,-0.4428681126939156,-0.26566468333300797,-0.3221433667152868,-0.2145685345272837,-0.6918409452999182
234,HotelRestCafe,Lisbon,15603,2703,3833,4260,325,2563,-0.24068949613911436,-0.45526776963644056,-0.24753433848759773,0.23962082007586955,-0.6453219304917314,0.4910920938924908
235,HotelRestCafe,Lisbon,1838,6380,2824,1218,1216,295,-0.3065689695505511,-0.43688266832892736,-0.21978412290426363,-0.3286661864263626,-0.1292727960079753,-0.6864091903181624
236,HotelRestCafe,Lisbon,8635,820,3047,2312,415,225,-0.29731707127948703,-0.4344257713457544,-0.40168185570920006,-0.07035311448754576,-0.6499483625951311,-0.33058036942470664
237,HotelRestCafe,Lisbon,18692,3838,593,4634,28,1215,-0.29175161997396215,-0.44156776124854225,-0.27968324696533753,0.3564207338802706,-0.7201730603772538,0.5185874330461427
238,HotelRestCafe,Lisbon,7363,475,585,1112,72,216,-0.27892448077000764,-0.40656732434343823,-0.4239632649068009,-0.09599618829119434,-0.616892360268579,-0.39243435691174106
239,HotelRestCafe,Lisbon,47493,2567,3779,5243,828,2253,-0.13791978149057835,-0.463445925662637,0.2857571608953517,0.7247260329217589,-0.22763899089195705,1.03722931284182
240,HotelRestCafe,Lisbon,22096,3575,7041,11422,343,2564,0.019547545617619476,-0.4929194494775607,0.11831277831945808,0.5631274838825193,-0.19764709288583981,0.8477095787685672
241,HotelRestCafe,Lisbon,24929,1801,2475,2216,412,1047,-0.3098141414493122,-0.4477899740968357,-0.2094167569584416,0.45349309088956025,-0.5898035570727487,0.6153098951874882
242,HotelRestCafe,Lisbon,18226,659,2914,3752,586,578,-0.3110416865911653,-0.4431398140721533,-0.32208380312903595,0.2907315942700846,-0.7459744003815229,0.36771476960411614
243,HotelRestCafe,Lisbon,11210,3576,5119,561,1682,2398,-0.2997039435793489,-0.4354538239360603,-0.2022604787021675,-0.1049039186874049,-0.2845084877410688,-0.16244516540307266
244,HotelRestCafe,Lisbon,6202,7775,10817,1183,3143,1970,-0.283492930540354,-0.27367530397864914,0.15521594366748886,-0.34569171037598606,0.8385841247557093,-0.41766669097654663
245,Retail,Lisbon,3062,6154,13916,230,8933,2784,-0.2570512640067127,0.10833746805286275,0.5547240543368975,-0.334317483285053,0.970770936760097,-0.18871476576240395
246,HotelRestCafe,Lisbon,8885,2428,1777,1777,430,610,-0.3101576789261739,-0.4355596318573909,-0.39806614563472686,-0.08572401575893153,-0.6531311468261454,-0.3442111268029005
247,HotelRestCafe,Lisbon,13569,346,489,2077,44,659,-0.3076561302263593,-0.40998170489548275,-0.41562489759243326,0.1162752089809868,-0.7656861347274513,-0.025927220475877318
248,HotelRestCafe,Lisbon,15671,5279,2406,559,562,572,-0.3121275942029356,-0.44531368405365285,-0.27801817165977516,0.054716752520473345,-0.5078678605800042,0.05787365409306748
249,HotelRestCafe,Lisbon,8040,3795,2070,6340,918,291,-0.3063484714731675,-0.4479294248653359,-0.27595818162726565,0.06616679216806426,-0.5182810145462847,-0.0383582616784858
250,HotelRestCafe,Lisbon,3191,1993,1799,1730,234,710,-0.3074917344042224,-0.4249828087281029,-0.3813460649723927,-0.2123696523667924,-0.4879973032344809,-0.5679022758598258
251,Retail,Lisbon,6134,23133,33586,6746,18594,5121,0.9094850296112602,4.194523790813679,0.5198331683050439,0.24797078281091495,1.1379947083592492,0.3465214480089539
252,HotelRestCafe,Lisbon,6623,1860,4740,7683,205,1693,-0.25375162238093485,-0.45479738484451215,-0.20505854327691553,0.12854263416523443,-0.4194826384238015,0.07855046373109736
253,HotelRestCafe,Lisbon,29526,7961,16966,432,363,1391,-0.2586769591000984,-0.22004167500567115,0.2675738247659642,0.3361674851206957,0.3036705562843528,0.777269076274623
254,HotelRestCafe,Lisbon,10379,17972,4748,4686,1547,3265,0.04800964206641526,-0.22808303300222038,0.30414469640837655,0.06877205850171797,0.47674475162411156,0.35692272338623304
255,HotelRestCafe,Lisbon,31614,489,1495,3242,111,615,-0.30371674709417606,-0.439515273036199,-0.07754402837795014,0.6389873371305022,-0.5390075322532065,0.730220628482981
256,HotelRestCafe,Lisbon,11092,5008,5249,453,392,373,-0.3067325077203226,-0.4428918785650312,-0.26543364349645016,-0.12555097644843313,-0.3821959536749006,-0.29889597262883033
257,HotelRestCafe,Lisbon,8475,1931,1883,5004,3593,987,-0.31029460723777164,-0.4433059102377328,-0.23480802141093102,-0.022826736953050347,-0.4021457427263101,-0.11800008056731999
258,HotelRestCafe,Lisbon,56083,4563,2124,6422,730,3321,0.10250733547554217,-0.4702838293979891,0.3775829111993851,0.6033152012679038,-0.16287045559414423,1.0778692468338573
259,HotelRestCafe,Lisbon,53205,4959,7336,3012,967,818,-0.2306107440403884,-0.40122073156602445,0.3457109902922617,0.6348102604496013,-0.0935274407950701,1.003573545893704
260,HotelRestCafe,Lisbon,9193,4885,2157,327,780,548,-0.30764664336837133,-0.44419209134365206,-0.31325973081917385,-0.157258081584832,-0.4288243156662753,-0.40233999085083416
261,HotelRestCafe,Lisbon,7858,1110,1094,6818,49,287,-0.3051450801429494,-0.41868953423035327,-0.3164571115187111,0.1389589941156922,-0.6155703943926604,-0.02407988569791327
262,HotelRestCafe,Lisbon,23257,1372,1677,982,429,655,-0.3083081723038838,-0.4425659742280281,-0.2515977612993463,0.36231280968627033,-0.59837900118432,0.42043529453578593
263,HotelRestCafe,Lisbon,2153,1115,6684,4324,2894,411,-0.3096408254695049,-0.4297807416749692,-0.17696451432544838,-0.23478670625452988,-0.12708378818833863,-0.5301142301345829
264,Retail,Lisbon,1073,9679,15445,61,5980,1265,-0.28993901169022307,0.06225424221422878,0.5323016278035853,-0.43633362240731827,1.0165863828838957,-0.36168290664803554
265,HotelRestCafe,Lisbon,5909,23527,13699,10155,830,3636,0.564041461763035,0.1287881697489764,0.45857523613170764,0.19049822353758097,0.6307447859594297,0.4034678491899797
266,Retail,Lisbon,572,9763,22182,2221,4882,2563,-0.19163396807699742,0.24569284967645746,0.6284571456252738,-0.27323833811512843,1.0322554849906114,-0.09417391606309768
267,HotelRestCafe,Lisbon,20893,1222,2576,3975,737,3628,-0.1646931875450767,-0.4617826956138562,-0.14260287781261416,0.41260811072179104,-0.4817348039365529,0.6669117174377435
268,Retail,Lisbon,11908,8053,19847,1069,6374,698,-0.27968946689534935,0.21898901299148957,0.5784450537863957,-0.22551686473226287,1.029451973164325,0.15140303999570634
269,HotelRestCafe,Lisbon,15218,258,1138,2516,333,204,-0.29861590978931285,-0.4229552015457568,-0.39190390584979834,0.1664164069870922,-0.7561135833037498,0.0644533571538425
270,HotelRestCafe,Lisbon,4720,1032,975,5500,197,56,-0.3042200703107386,-0.4131395761861656,-0.35324101628123017,-0.00024768199894927836,-0.580896149544083,-0.26085672095642953
271,HotelRestCafe,Lisbon,2083,5007,1563,1120,147,1550,-0.31849132112634804,-0.43456268017183053,-0.2918634551499203,-0.2593073452974366,-0.30298741848933236,-0.5831046167839672
272,HotelRestCafe,Lisbon,514,8323,6869,529,93,1040,-0.3164691705755663,-0.41207047411099673,-0.0750510303348719,-0.36125606837767515,0.14454654241797982,-0.6306363917792028
273,HotelRestCafe,Other,36817,3045,1493,4802,210,1824,-0.22138241898048144,-0.4571378976200294,0.08797605088462873,0.7434248092950699,-0.3895391120647445,0.9510026125502619
274,HotelRestCafe,Other,894,1703,1841,744,759,1153,-0.3095417296208511,-0.42642355810647564,-0.33144897703021736,-0.282891274208783,-0.34732141148243917,-0.6526842234280256
275,HotelRestCafe,Other,680,1610,223,862,96,379,-0.2807866673477929,-0.4052055670656086,-0.36498947102980117,-0.24151561398627835,-0.42762570441522324,-0.615821529551626
276,HotelRestCafe,Other,27901,3749,6964,4479,603,2503,-0.18697047060558628,-0.4476262418442862,0.0023200413230926257,0.5687935392483445,-0.2781417781522905,1.0188084618607574
277,HotelRestCafe,Other,9061,829,683,16919,621,139,-0.13967858908327466,-0.4711442997402491,0.21012588820810812,0.40133163059365157,-0.26296602278913483,0.35194919920138784
278,HotelRestCafe,Other,11693,2317,2543,5845,274,1409,-0.2864932116553955,-0.4455390179477999,-0.3087662004369267,0.18282713006551435,-0.6946218480416089,0.2076877714272211
279,Retail,Other,17360,6200,9694,1293,3620,1721,-0.2847404427689148,-0.2989220013103063,0.08769572443434549,-0.010576926365420125,0.5116506039509308,0.6241113802738132
280,HotelRestCafe,Other,3366,2884,2431,977,167,1104,-0.3149328016715197,-0.4327456528365191,-0.3506086911199662,-0.2437261366928725,-0.41714753591023124,-0.5939857504811056
281,Retail,Other,12238,7108,6235,1093,2328,2079,-0.2841300468601764,-0.38223107477887763,-0.057394767114048784,-0.12375528535901444,0.14876709501423804,-0.0005987060623457783
282,HotelRestCafe,Other,49063,3965,4252,5970,1041,1404,-0.16618297399055695,-0.44916378453428857,0.3100757868144607,0.7090390097921295,-0.19098477493697213,1.0502408553035443
283,HotelRestCafe,Other,25767,3613,2013,10303,314,1384,-0.14844048772618373,-0.47631136823206255,0.04305287994316301,0.6381260066603721,-0.3919033206707446,0.8441473015641755
284,HotelRestCafe,Other,68951,4411,12609,8692,751,2406,0.2011531026239202,-0.35384268478346304,0.4158164377482394,0.4193427163988517,-0.006435035133445215,1.1186139335740113
285,HotelRestCafe,Other,40254,640,3600,1042,436,18,-0.29096823486583484,-0.4584517598348251,0.12254054305859248,0.6534871681387449,-0.3421530962515592,0.762094676421941
286,HotelRestCafe,Other,7149,2247,1242,1619,1226,128,-0.2908898184844305,-0.43931375585097565,-0.37918682893889927,-0.15095520233777968,-0.5422523264981248,-0.4601521917206649
287,HotelRestCafe,Other,15354,2102,2828,8366,386,1027,-0.2587028209765332,-0.4568157901332131,-0.18366779502095643,0.3831512828078988,-0.5443392089972957,0.4857570250253533
288,HotelRestCafe,Other,16260,594,1296,848,445,258,-0.289609954005944,-0.43125856301719406,-0.3677216908530889,0.1375746402549969,-0.6727206862239876,0.033842491860130865
289,HotelRestCafe,Other,42786,286,471,1388,32,22,-0.2899269979901462,-0.43892533387897537,0.15619673224980732,0.6652264783225914,-0.4018633823409295,0.7597791913283864
290,HotelRestCafe,Other,2708,2160,2642,502,965,1522,-0.3169869008534519,-0.43525641035970725,-0.3143728111931619,-0.276680214123351,-0.3272679213086973,-0.6267451102265871
291,HotelRestCafe,Other,6022,3354,3261,2507,212,686,-0.3155274894277314,-0.44068473428443933,-0.3599843378584545,-0.15843029184675342,-0.552807219738601,-0.47857006037287314
292,HotelRestCafe,Other,2838,3086,4329,3838,825,1060,-0.315521699766118,-0.442295285674008,-0.29135796234887784,-0.1974729102630689,-0.3813325141405524,-0.5336908398558242
293,Retail,Porto,3996,11103,12469,902,5952,741,-0.2921774400840924,0.006975785530022972,0.4686830215519902,-0.4059621299294048,1.017277692765248,-0.2886652144028592
294,HotelRestCafe,Porto,21273,2013,6550,909,811,1854,-0.3045920897976791,-0.4457338456753524,-0.17183144737878508,0.26101873699287076,-0.4105438885939986,0.5322166581846708
295,Retail,Porto,7588,1897,5234,417,2208,254,-0.28510454716343264,-0.44235406859174214,-0.26553321808455366,-0.24361557196200959,-0.2815940884995112,-0.5610662160377987
296,HotelRestCafe,Porto,19087,1304,3643,3045,710,898,-0.31240338983932153,-0.44870365419492586,-0.29770613434406057,0.2833840797503588,-0.7170561951229485,0.4360765911399174
297,Retail,Porto,8090,3199,6986,1455,3712,531,-0.3067578710383115,-0.39634672188229564,-0.11971899037075767,-0.2719041731534471,0.04052594834961583,-0.5972135704297663
298,Retail,Porto,6758,4560,9965,934,4538,1037,-0.3101781831355668,-0.303205847662272,0.08449477145517505,-0.36352722222935446,0.6179558520240048,-0.5633892876545615
299,HotelRestCafe,Porto,444,879,2060,264,290,259,-0.2636272381478374,-0.419376384264971,-0.3405156514663066,-0.27633210770595823,-0.36543614221168164,-0.6564912695521128
300,Retail,Porto,16448,6243,6360,824,2662,2005,-0.28748466999154465,-0.38143280698462684,-0.04893722121611433,0.005602303737202294,0.051463945608575194,0.4215357179792825
301,Retail,Porto,5283,13316,20399,1809,8752,172,-0.2558255017518528,0.6940444688787252,0.7742541865913967,-0.22886520228985496,1.115082086952795,0.007464273120126864
302,Retail,Porto,2886,5302,9785,364,6236,555,-0.29673262047463606,-0.22697402228449412,0.22920252886323714,-0.44612648405195304,0.6900687112541438,-0.5665517051464752
303,Retail,Porto,2599,3688,13829,492,10069,59,-0.2617269898182296,0.07254960427252038,0.5055816040427814,-0.3171411922515546,0.7961912787761705,-0.29629776733810825
304,Retail,Porto,161,7460,24773,617,11783,2410,-0.21978512362936736,0.9748449699343035,0.7710914221737651,-0.12696710773182296,1.0736756268580057,-0.06364079831886905
305,Retail,Porto,243,12939,8852,799,3909,211,-0.3016349046524341,-0.17219334977860767,0.3083983987722222,-0.39589606573380437,0.7158428849490933,-0.4597803580071121
306,Retail,Porto,6468,12867,21570,1840,7558,1543,-0.21009177340021074,0.627940420824883,0.7711669007366827,-0.2258387219517155,1.1623273507654817,0.09421420451519587
307,HotelRestCafe,Porto,17327,2374,2842,1149,351,925,-0.31463113195942416,-0.445381676110614,-0.32520108883940024,0.1610767736408488,-0.6690218084401486,0.1938521384978263
308,HotelRestCafe,Porto,6987,1020,3007,416,257,656,-0.29601452331062017,-0.4322603949850564,-0.38365197689746494,-0.16584414087348343,-0.5189455135166298,-0.46815378898772886
309,Retail,Porto,918,20655,13567,1465,6846,806,-0.22098852339141517,0.5451473798263957,0.65782287650458,-0.15539718300181263,0.9931804792692734,-0.0691369464404963
310,HotelRestCafe,Porto,7034,1492,2405,12569,299,1117,-0.1871137773122225,-0.46321086828547214,0.013134526972499266,0.3416227862062395,-0.312822174859422,0.26089085646336463
311,HotelRestCafe,Porto,29635,2335,8280,3046,371,117,-0.3019206925899392,-0.4465254383849542,-0.026466623166376196,0.5344281621502381,-0.3192085451193839,0.7930297003694694
312,Retail,Porto,2137,3737,19172,1274,17120,142,-0.23508929490201164,1.0284521584232948,0.6284253283921188,0.02166110381201123,0.8909160407858939,-0.0614418961135852
313,HotelRestCafe,Porto,9784,925,2405,4447,183,297,-0.3090753177192886,-0.4294738405450299,-0.38714258286651776,0.06367529788611818,-0.7192331356070806,-0.10429377089029783
314,HotelRestCafe,Porto,10617,1795,7647,1483,857,1233,-0.3168867065698665,-0.44047608603974997,-0.2629924498388874,-0.10391546870091711,-0.4569110654487583,-0.25890377195854164
315,Retail,Porto,1479,14982,11924,662,3891,3508,-0.10987290861306842,-0.0009696691040105557,0.48807897334335665,-0.25806401043203575,0.9043535177851381,-0.12062724542745418
316,HotelRestCafe,Porto,7127,1375,2201,2679,83,1059,-0.31655110220024635,-0.4257157978938137,-0.4056801222934797,-0.07842738547810954,-0.665232894084725,-0.34433413077384795
317,HotelRestCafe,Porto,1182,3088,6114,978,821,1637,-0.3183863171220535,-0.43676033979200074,-0.22253630869096994,-0.33670881684519727,-0.12875578170180293,-0.7017269707194137
